index,branch_lengths,dist,rep,quint
4,0.09641792898577418,42.50089533146284,473,5
0,0.007046060672768919,42.914633248545215,474,1
1,0.017136385652959666,43.13438283228196,474,2
2,0.03298994038852895,43.798245952815286,474,3
3,0.05304544074346051,42.246873839397175,474,4
4,0.09641792898577402,42.83711684521539,474,5
0,0.007046060672768925,42.43945114661682,475,1
1,0.01713638565295967,43.28510902976214,475,2
2,0.03298994038852904,43.69758900374202,475,3
3,0.053045440743460515,42.11421072816783,475,4
4,0.09641792898577407,43.39306409668627,475,5
0,0.007046060672768917,42.83262175673478,476,1
1,0.017136385652959742,43.5679820149504,476,2
2,0.032989940388528934,43.14394872129019,476,3
3,0.05304544074346051,43.152582651434166,476,4
4,0.09641792898577414,42.22247307811543,476,5
0,0.0070460606727689125,42.7991628384972,477,1
1,0.01713638565295972,43.59532330405696,477,2
2,0.032989940388529,42.244853632192054,477,3
3,0.05304544074346055,42.97401783224529,477,4
4,0.09641792898577434,43.29890161744495,477,5
0,0.007046060672768936,42.614395803826895,478,1
1,0.017136385652959673,42.82500575518533,478,2
2,0.03298994038852904,42.50899545921428,478,3
3,0.05304544074346047,43.297228935936715,478,4
4,0.09641792898577417,43.68122244417366,478,5
0,0.007046060672768932,43.549958556958686,479,1
1,0.017136385652959697,43.10783852013969,479,2
2,0.03298994038852897,43.42401791335696,479,3
3,0.05304544074346055,42.27157850591564,479,4
4,0.09641792898577428,42.5736043701592,479,5
0,0.007046060672768915,42.655143891210145,480,1
1,0.017136385652959697,43.02557883066556,480,2
2,0.03298994038852899,43.294417722924344,480,3
3,0.05304544074346052,42.73237526564491,480,4
4,0.09641792898577403,43.222218509549776,480,5
0,0.007046060672768928,42.71446305816179,481,1
1,0.017136385652959656,42.1045900605353,481,2
2,0.032989940388528954,43.4878349514828,481,3
3,0.05304544074346059,43.382375007268756,481,4
4,0.09641792898577416,43.25618743261869,481,5
0,0.007046060672768926,43.467172911729094,482,1
1,0.017136385652959708,43.57107191747311,482,2
2,0.03298994038852903,43.149902316511614,482,3
3,0.05304544074346057,42.41656773404388,482,4
4,0.09641792898577412,42.31314430536618,482,5
0,0.007046060672768923,42.74729470573792,483,1
1,0.01713638565295969,42.19551373788581,483,2
2,0.03298994038852901,42.842295104766976,483,3
3,0.05304544074346054,43.91859181236925,483,4
4,0.09641792898577418,43.235209682437464,483,5
0,0.007046060672768923,43.568675993236305,484,1
1,0.017136385652959694,43.26206807932916,484,2
2,0.032989940388529,42.602896085830885,484,3
3,0.05304544074346057,42.38984106417477,484,4
4,0.0964179289857743,43.09465240316141,484,5
0,0.007046060672768933,43.0179190430543,485,1
1,0.017136385652959694,42.598629048653876,485,2
2,0.032989940388528934,42.20835374374284,485,3
3,0.053045440743460445,42.79699367533697,485,4
4,0.09641792898577431,44.30502849995078,485,5
0,0.007046060672768914,43.25609343504742,486,1
1,0.017136385652959715,41.9342523846107,486,2
2,0.032989940388528954,43.16176433898474,486,3
3,0.053045440743460494,43.12357093796592,486,4
4,0.09641792898577412,43.46839194595403,486,5
0,0.0070460606727689315,43.583205104147,487,1
1,0.017136385652959663,42.638549724963255,487,2
2,0.03298994038852895,42.6690890789032,487,3
3,0.053045440743460556,42.98717808209192,487,4
4,0.09641792898577393,43.0503171107374,487,5
0,0.00704606067276893,42.32602337165064,488,1
1,0.017136385652959676,42.87143814741515,488,2
2,0.03298994038852892,43.397276284185196,488,3
3,0.05304544074346046,43.33004697455677,488,4
4,0.09641792898577424,43.009063302622636,488,5
0,0.007046060672768923,42.92104186095144,489,1
1,0.01713638565295973,42.883092054348964,489,2
2,0.03298994038852895,43.544770619915546,489,3
3,0.053045440743460556,42.5804341296747,489,4
4,0.09641792898577417,43.00383986984715,489,5
0,0.007046060672768927,44.14135372829656,490,1
1,0.017136385652959676,42.52253218910245,490,2
2,0.032989940388529024,43.20583311768178,490,3
3,0.05304544074346043,42.24296914672239,490,4
4,0.09641792898577413,42.82011184291918,490,5
0,0.007046060672768919,42.61659535739733,491,1
1,0.017136385652959697,42.70588847387446,491,2
2,0.032989940388528996,42.52326579704867,491,3
3,0.05304544074346052,43.309985185336934,491,4
4,0.09641792898577392,43.77307750665578,491,5
0,0.00704606067276892,42.69682498261912,492,1
1,0.0171363856529597,43.362871269483776,492,2
2,0.03298994038852903,42.95370429076055,492,3
3,0.05304544074346065,42.63499772794863,492,4
4,0.09641792898577403,43.2733000805204,492,5
0,0.007046060672768931,43.077864343132525,493,1
1,0.017136385652959725,43.426868687481885,493,2
2,0.03298994038852897,42.759458754594185,493,3
3,0.05304544074346049,43.075086164605786,493,4
4,0.0964179289857742,42.57885715117855,493,5
0,0.00704606067276893,43.74837616608399,494,1
1,0.017136385652959756,42.73619552656261,494,2
2,0.03298994038852894,42.29776377814661,494,3
3,0.05304544074346043,43.4681350482391,494,4
4,0.09641792898577389,42.672993173945,494,5
0,0.007046060672768912,42.914165668793075,495,1
1,0.017136385652959704,42.41619419243559,495,2
2,0.03298994038852894,43.420442926784446,495,3
3,0.05304544074346044,42.50392252329896,495,4
4,0.09641792898577412,43.68478741969686,495,5
0,0.007046060672768921,43.29486321857374,496,1
1,0.01713638565295971,42.48473042403202,496,2
2,0.032989940388528954,43.21724091648063,496,3
3,0.05304544074346059,42.39545165830492,496,4
4,0.09641792898577439,43.54352350703288,496,5
0,0.007046060672768932,42.57186262722146,497,1
1,0.01713638565295971,42.635472570562385,497,2
2,0.03298994038852898,44.37960507404352,497,3
3,0.05304544074346056,43.36169261711352,497,4
4,0.0964179289857742,41.995884022837444,497,5
0,0.007046060672768921,43.695564017088515,498,1
1,0.01713638565295968,41.78132470947986,498,2
2,0.03298994038852896,42.813525679484215,498,3
3,0.053045440743460584,43.80659417900376,498,4
4,0.09641792898577417,42.84552368662564,498,5
0,0.0070460606727689255,42.90697973620155,499,1
1,0.0171363856529597,42.78775677549532,499,2
2,0.03298994038852903,42.548162063109885,499,3
3,0.053045440743460515,44.05287673846468,499,4
4,0.09641792898577407,42.63115422044012,499,5
0,0.00704606067276892,42.593605714640844,500,1
1,0.01713638565295972,43.368250669961164,500,2
2,0.03298994038852891,41.779004442482275,500,3
3,0.053045440743460584,43.26424031423942,500,4
4,0.09641792898577406,43.90763278530518,500,5
0,0.007046060672768926,43.5440268336499,501,1
1,0.01713638565295969,43.1199759878942,501,2
2,0.03298994038852902,42.65969328137044,501,3
3,0.05304544074346056,42.674600031792764,501,4
4,0.0964179289857741,42.92256561327878,501,5
0,0.007046060672768929,42.79027162612985,502,1
1,0.017136385652959687,42.719441256262414,502,2
2,0.03298994038852896,43.566456213359146,502,3
3,0.05304544074346056,42.74731776636639,502,4
4,0.0964179289857742,43.11277446455778,502,5
0,0.007046060672768923,42.02620570425038,503,1
1,0.017136385652959715,43.397217420016915,503,2
2,0.03298994038852898,43.3834498497648,503,3
3,0.05304544074346044,42.86874150474885,503,4
4,0.0964179289857741,43.250747305803095,503,5
0,0.007046060672768931,43.188081632653414,504,1
1,0.017136385652959683,43.06750283853209,504,2
2,0.03298994038852901,43.24193265468957,504,3
3,0.05304544074346066,42.871722514391934,504,4
4,0.09641792898577413,42.5579634696423,504,5
0,0.007046060672768918,43.15774153320959,505,1
1,0.01713638565295971,43.03393210084849,505,2
2,0.03298994038852898,43.69077096924971,505,3
3,0.05304544074346054,42.95818462947357,505,4
4,0.09641792898577405,42.09068296249988,505,5
0,0.007046060672768923,43.45966023678638,506,1
1,0.01713638565295968,42.95416036031389,506,2
2,0.032989940388529,42.32490361497757,506,3
3,0.053045440743460626,43.196568786906454,506,4
4,0.09641792898577402,42.98577641609231,506,5
0,0.007046060672768924,42.96195153808157,507,1
1,0.017136385652959673,43.24514241332766,507,2
2,0.03298994038852902,42.9483457113393,507,3
3,0.053045440743460515,43.248286834163586,507,4
4,0.09641792898577406,42.51903698793405,507,5
0,0.007046060672768924,42.2716243679518,508,1
1,0.01713638565295971,43.8559032233118,508,2
2,0.03298994038852895,43.184694319384505,508,3
3,0.05304544074346052,42.33924820872828,508,4
4,0.09641792898577399,43.26550815290352,508,5
0,0.007046060672768926,42.66013175377311,509,1
1,0.017136385652959704,42.910242095771444,509,2
2,0.032989940388528975,43.30983301547806,509,3
3,0.053045440743460535,42.65005857061497,509,4
4,0.09641792898577416,43.40137497150006,509,5
0,0.007046060672768914,43.407393376178,510,1
1,0.017136385652959676,43.707112869416974,510,2
2,0.03298994038852898,42.884344665790245,510,3
3,0.05304544074346062,42.69905850306297,510,4
4,0.09641792898577412,42.215919850889065,510,5
0,0.007046060672768933,43.28963157710549,511,1
1,0.017136385652959687,42.88514528272381,511,2
2,0.032989940388528954,43.49014266765746,511,3
3,0.05304544074346049,42.37409033125395,511,4
4,0.09641792898577417,42.89269551250463,511,5
0,0.007046060672768927,42.87023431627374,512,1
1,0.01713638565295972,42.90649400660208,512,2
2,0.03298994038852904,43.1929570854427,512,3
3,0.05304544074346056,42.60323993204492,512,4
4,0.09641792898577425,43.35728318464761,512,5
0,0.007046060672768929,43.27859549642427,513,1
1,0.017136385652959687,43.51028575996333,513,2
2,0.03298994038852898,43.11588140012598,513,3
3,0.053045440743460605,42.329944870241086,513,4
4,0.0964179289857741,42.68435397056223,513,5
0,0.007046060672768914,43.00855238977777,514,1
1,0.017136385652959694,42.71057547641673,514,2
2,0.03298994038852896,43.10932909163141,514,3
3,0.053045440743460605,42.94388704280232,514,4
4,0.09641792898577414,43.159888225938815,514,5
0,0.007046060672768926,42.725284119001515,515,1
1,0.017136385652959704,43.36751458508043,515,2
2,0.03298994038852896,43.4234952472295,515,3
3,0.05304544074346062,42.150710551440035,515,4
4,0.0964179289857741,43.25820822155547,515,5
0,0.0070460606727689255,42.79718268828752,516,1
1,0.017136385652959673,43.231713973716325,516,2
2,0.03298994038852896,42.29369396451003,516,3
3,0.05304544074346055,43.00306778547139,516,4
4,0.096417928985774,43.59266087843662,516,5
0,0.007046060672768916,43.312543951182946,517,1
1,0.01713638565295972,43.54925178350284,517,2
2,0.032989940388528954,43.185114751581125,517,3
3,0.053045440743460494,42.346948023617074,517,4
4,0.09641792898577424,42.52504164344294,517,5
0,0.007046060672768921,42.98017784921746,518,1
1,0.017136385652959666,43.186987284023836,518,2
2,0.032989940388528934,42.86048457282875,518,3
3,0.053045440743460584,42.86431967079667,518,4
4,0.09641792898577416,43.030965873548446,518,5
0,0.007046060672768931,42.50670818584189,519,1
1,0.01713638565295969,43.581253135252794,519,2
2,0.032989940388529065,42.47653733426834,519,3
3,0.053045440743460605,43.45587915004312,519,4
4,0.09641792898577428,42.894713790113634,519,5
0,0.007046060672768917,43.03493243933269,520,1
1,0.01713638565295971,43.64392286697988,520,2
2,0.03298994038852896,43.92711172580278,520,3
3,0.05304544074346057,42.77455404396722,520,4
4,0.09641792898577406,41.543455167558555,520,5
0,0.007046060672768919,43.522375111394396,521,1
1,0.0171363856529597,42.84175370636969,521,2
2,0.03298994038852902,43.08168735082893,521,3
3,0.05304544074346058,41.68426829940302,521,4
4,0.09641792898577398,43.79847042688595,521,5
0,0.007046060672768926,43.085441132268315,522,1
1,0.017136385652959715,43.12282059012739,522,2
2,0.03298994038852899,42.9299012783167,522,3
3,0.05304544074346059,43.70426741035885,522,4
4,0.09641792898577413,42.081757786515766,522,5
0,0.0070460606727689315,43.578854761298246,523,1
1,0.017136385652959676,42.606439100257745,523,2
2,0.03298994038852898,43.03242121351526,523,3
3,0.053045440743460494,42.942103195102895,523,4
4,0.09641792898577403,42.771868471598175,523,5
0,0.007046060672768923,42.96072561931828,524,1
1,0.017136385652959708,42.45254787319233,524,2
2,0.032989940388528954,43.32072483544874,524,3
3,0.05304544074346064,44.17574916612451,524,4
4,0.09641792898577409,42.0282918122341,524,5
0,0.007046060672768927,42.817801258056605,525,1
1,0.017136385652959704,42.21371545998478,525,2
2,0.03298994038852902,43.839500638205735,525,3
3,0.053045440743460584,43.53715198321209,525,4
4,0.09641792898577427,42.53803749180759,525,5
0,0.007046060672768933,42.48179339085891,526,1
1,0.017136385652959718,43.20695192470197,526,2
2,0.03298994038852901,43.19829428096704,526,3
3,0.053045440743460535,42.975286181446826,526,4
4,0.09641792898577396,43.06430578910194,526,5
0,0.0070460606727689255,42.710801519681986,527,1
1,0.0171363856529597,43.39561739336351,527,2
2,0.03298994038852899,43.21427346830783,527,3
3,0.05304544074346048,42.332388489440035,527,4
4,0.09641792898577405,43.27010093560291,527,5
0,0.0070460606727689445,43.0157947817438,528,1
1,0.01713638565295971,42.2599306998617,528,2
2,0.03298994038852902,42.99277608533572,528,3
3,0.0530454407434605,42.974674127253984,528,4
4,0.09641792898577424,43.69515890361738,528,5
0,0.007046060672768918,42.168700875624914,529,1
1,0.017136385652959697,44.231966873126716,529,2
2,0.03298994038852892,42.62520246368994,529,3
3,0.05304544074346059,42.5089498625375,529,4
4,0.09641792898577402,43.372208686201,529,5
0,0.007046060672768916,42.66933671658863,530,1
1,0.01713638565295971,43.5753284830127,530,2
2,0.03298994038852896,42.80286205708153,530,3
3,0.05304544074346046,43.19606858910416,530,4
4,0.09641792898577413,42.673686290017066,530,5
0,0.007046060672768911,43.073161249684524,531,1
1,0.017136385652959683,43.13786819947558,531,2
2,0.032989940388528954,43.22038213264931,531,3
3,0.053045440743460535,43.68173118313828,531,4
4,0.09641792898577402,41.81311070804149,531,5
0,0.0070460606727689255,43.43965291747785,532,1
1,0.0171363856529597,42.89818156094127,532,2
2,0.03298994038852894,43.23241806669879,532,3
3,0.053045440743460494,42.19456078700923,532,4
4,0.09641792898577407,43.16426483410769,532,5
0,0.00704606067276893,43.33161987243582,533,1
1,0.017136385652959704,42.94499997450548,533,2
2,0.03298994038852898,41.93156443592798,533,3
3,0.05304544074346059,43.44975306376124,533,4
4,0.09641792898577413,43.260558837266515,533,5
0,0.007046060672768922,42.597039993185746,534,1
1,0.017136385652959687,43.86526117688975,534,2
2,0.03298994038852892,43.670846697580586,534,3
3,0.05304544074346056,42.08174541304012,534,4
4,0.09641792898577428,42.704835760861485,534,5
0,0.00704606067276893,43.29212825074622,535,1
1,0.017136385652959676,42.993196616924784,535,2
2,0.032989940388528906,43.66980890385207,535,3
3,0.053045440743460494,42.48309462931573,535,4
4,0.09641792898577403,42.493185827960765,535,5
0,0.007046060672768925,41.694276729164734,536,1
1,0.0171363856529597,43.61921056535413,536,2
2,0.03298994038852902,43.08218628515478,536,3
3,0.05304544074346051,43.067751856121575,536,4
4,0.09641792898577399,43.4580360855078,536,5
0,0.007046060672768932,43.88807036009206,537,1
1,0.017136385652959673,42.77639675916076,537,2
2,0.03298994038852896,43.200504991878084,537,3
3,0.05304544074346052,42.152221434922765,537,4
4,0.0964179289857744,42.91230116737387,537,5
0,0.007046060672768918,43.49555429288397,538,1
1,0.01713638565295969,42.93008007779145,538,2
2,0.03298994038852901,43.089120395419556,538,3
3,0.05304544074346054,43.092933943316496,538,4
4,0.09641792898577399,42.31961982936255,538,5
0,0.007046060672768922,43.061613697972945,539,1
1,0.017136385652959718,43.12226984730361,539,2
2,0.032989940388529024,42.72350496125376,539,3
3,0.053045440743460584,42.96223358967918,539,4
4,0.09641792898577413,43.0530300538657,539,5
0,0.007046060672768925,42.87249802091847,540,1
1,0.017136385652959704,42.874272531155164,540,2
2,0.03298994038852897,42.444122113638954,540,3
3,0.05304544074346064,43.3308147275705,540,4
4,0.09641792898577425,43.40315544720143,540,5
0,0.007046060672768914,42.62615594067344,541,1
1,0.017136385652959725,42.94097325794308,541,2
2,0.032989940388528954,43.30201547527401,541,3
3,0.05304544074346064,42.8307853910342,541,4
4,0.09641792898577414,43.23126339277799,541,5
0,0.007046060672768925,43.50646676155195,542,1
1,0.017136385652959704,42.62132516620496,542,2
2,0.032989940388529,42.606121870128234,542,3
3,0.05304544074346057,43.716549716777024,542,4
4,0.09641792898577413,42.477864398711205,542,5
0,0.007046060672768938,42.664083900713536,543,1
1,0.017136385652959715,42.94909734107551,543,2
2,0.03298994038852896,42.965730249275225,543,3
3,0.05304544074346049,43.11152911043977,543,4
4,0.09641792898577413,43.237898044161646,543,5
0,0.007046060672768938,42.530636126389496,544,1
1,0.017136385652959656,42.99945440025174,544,2
2,0.03298994038852903,43.615611409942495,544,3
3,0.053045440743460535,42.26207398142821,544,4
4,0.09641792898577427,43.52521464429683,544,5
0,0.0070460606727689255,42.813182495933376,545,1
1,0.017136385652959687,43.935344955687384,545,2
2,0.032989940388529024,42.73734907151151,545,3
3,0.053045440743460515,42.89008550952475,545,4
4,0.09641792898577423,42.53479538745101,545,5
0,0.007046060672768939,43.00078151569759,546,1
1,0.01713638565295971,43.7321004291169,546,2
2,0.032989940388528975,43.03104621453157,546,3
3,0.05304544074346054,42.30449976030431,546,4
4,0.09641792898577402,42.847275609322345,546,5
0,0.007046060672768932,42.54991709013007,547,1
1,0.017136385652959704,43.94536608460259,547,2
2,0.032989940388528906,42.26428767567316,547,3
3,0.053045440743460556,42.93422519816013,547,4
4,0.09641792898577427,43.2138392193266,547,5
0,0.007046060672768923,42.96916807041561,548,1
1,0.01713638565295968,42.763779979025784,548,2
2,0.03298994038852905,42.97748853176639,548,3
3,0.05304544074346057,42.826222666473,548,4
4,0.09641792898577424,43.39382266374617,548,5
0,0.007046060672768923,42.10081824885353,549,1
1,0.017136385652959718,43.302983954218895,549,2
2,0.032989940388528975,43.178567015606426,549,3
3,0.05304544074346061,42.579386667244584,549,4
4,0.09641792898577409,43.7642723761222,549,5
0,0.007046060672768931,42.764964689979294,550,1
1,0.017136385652959697,42.62519197285148,550,2
2,0.03298994038852901,43.70880313861381,550,3
3,0.053045440743460556,43.30681310021697,550,4
4,0.09641792898577407,42.53313928090306,550,5
0,0.007046060672768917,43.55783496295833,551,1
1,0.017136385652959694,43.12431222283889,551,2
2,0.03298994038852893,43.022694396597714,551,3
3,0.05304544074346061,41.91580737868051,551,4
4,0.09641792898577432,43.30293914679816,551,5
0,0.007046060672768919,43.372733003978595,552,1
1,0.017136385652959687,42.52940434435617,552,2
2,0.03298994038852894,43.17060022537186,552,3
3,0.0530454407434606,44.008949636045315,552,4
4,0.09641792898577414,41.85284714810396,552,5
0,0.00704606067276893,42.13996446814635,553,1
1,0.01713638565295971,43.34774860428622,553,2
2,0.03298994038852897,43.33992570214091,553,3
3,0.05304544074346056,43.15856555329927,553,4
4,0.09641792898577416,42.94027653731792,553,5
0,0.007046060672768923,43.17121594284983,554,1
1,0.017136385652959704,42.9318880727805,554,2
2,0.032989940388529,43.73271302588002,554,3
3,0.05304544074346052,42.6687051239994,554,4
4,0.09641792898577414,42.42867239115708,554,5
0,0.007046060672768927,42.726373224127485,555,1
1,0.017136385652959725,42.30301218705106,555,2
2,0.03298994038852897,43.02797184323514,555,3
3,0.053045440743460584,43.847765024674494,555,4
4,0.09641792898577424,43.03361162421571,555,5
0,0.007046060672768914,43.308062756907205,556,1
1,0.01713638565295967,42.54154905688962,556,2
2,0.03298994038852899,43.06857181830499,556,3
3,0.05304544074346045,43.0868183865138,556,4
4,0.09641792898577409,42.928724913052214,556,5
0,0.007046060672768937,42.76173130980345,557,1
1,0.017136385652959683,43.719142293908504,557,2
2,0.03298994038852902,42.91408516884291,557,3
3,0.05304544074346053,42.57846096153924,557,4
4,0.09641792898577407,42.942231725147415,557,5
0,0.007046060672768931,43.12560747897325,558,1
1,0.017136385652959704,43.258541897848296,558,2
2,0.03298994038852902,43.011276344366365,558,3
3,0.053045440743460605,42.73435901818663,558,4
4,0.0964179289857742,42.7928099995526,558,5
0,0.007046060672768928,42.63048253877758,559,1
1,0.01713638565295967,42.49917997389534,559,2
2,0.03298994038852902,43.415037645111475,559,3
3,0.05304544074346053,43.42962519856646,559,4
4,0.09641792898577412,42.9646314739798,559,5
0,0.00704606067276893,42.514718316294235,560,1
1,0.017136385652959697,43.34344647785037,560,2
2,0.032989940388528975,43.09794023442775,560,3
3,0.05304544074346062,43.37385089608604,560,4
4,0.09641792898577396,42.59367225409758,560,5
0,0.007046060672768936,42.81686568031049,561,1
1,0.017136385652959676,42.03551134188359,561,2
2,0.032989940388528996,43.595054615216604,561,3
3,0.05304544074346052,43.38840101792649,561,4
4,0.09641792898577425,43.11125025261209,561,5
0,0.007046060672768919,43.41548157043806,562,1
1,0.0171363856529597,42.58066661272768,562,2
2,0.03298994038852888,42.168849402947295,562,3
3,0.05304544074346057,43.28664456796843,562,4
4,0.09641792898577414,43.47415921960527,562,5
0,0.007046060672768933,42.02545713123522,563,1
1,0.01713638565295971,42.962660832476196,563,2
2,0.03298994038852897,44.55362200295892,563,3
3,0.053045440743460584,42.79137323656559,563,4
4,0.09641792898577434,42.60916062449577,563,5
0,0.007046060672768921,43.27037438255153,564,1
1,0.01713638565295973,42.858589540172154,564,2
2,0.03298994038852895,43.60217298995996,564,3
3,0.053045440743460674,42.99180235803647,564,4
4,0.09641792898577402,42.21010752039363,564,5
0,0.007046060672768923,43.60265667367582,565,1
1,0.017136385652959708,43.03581687405376,565,2
2,0.032989940388529024,42.34015293754327,565,3
3,0.053045440743460584,43.10510232515322,565,4
4,0.09641792898577424,42.83579170074743,565,5
0,0.0070460606727689125,42.88060462785804,566,1
1,0.0171363856529597,43.311018073499554,566,2
2,0.032989940388529,42.727455208193476,566,3
3,0.053045440743460535,42.79048265366994,566,4
4,0.09641792898577421,43.21067569375093,566,5
0,0.007046060672768923,42.49647741590539,567,1
1,0.01713638565295973,43.610561794249975,567,2
2,0.032989940388528996,42.13000917776551,567,3
3,0.05304544074346065,43.52904713936167,567,4
4,0.09641792898577396,43.145863398000046,567,5
0,0.007046060672768926,42.6489829066689,568,1
1,0.01713638565295967,43.663776991542946,568,2
2,0.03298994038852898,43.07927812469105,568,3
3,0.0530454407434605,42.72549593443168,568,4
4,0.09641792898577418,42.800580645986194,568,5
0,0.007046060672768918,42.76851785799459,569,1
1,0.01713638565295969,42.9652418823087,569,2
2,0.03298994038852901,42.61124723581778,569,3
3,0.053045440743460535,43.78252037614242,569,4
4,0.09641792898577418,42.79750623173427,569,5
0,0.007046060672768912,42.608006847804965,570,1
1,0.017136385652959718,43.304152380003416,570,2
2,0.03298994038852901,43.787131409530396,570,3
3,0.05304544074346062,42.51376360345729,570,4
4,0.09641792898577421,42.716307080738474,570,5
0,0.007046060672768919,43.354263264309076,571,1
1,0.017136385652959697,42.47653260233173,571,2
2,0.03298994038852897,43.190695176843576,571,3
3,0.05304544074346055,42.46491686878756,571,4
4,0.09641792898577434,43.44915906230809,571,5
0,0.007046060672768923,43.682969794829866,572,1
1,0.01713638565295968,42.556143285567764,572,2
2,0.03298994038852899,42.7123485132018,572,3
3,0.05304544074346058,42.06657741484482,572,4
4,0.09641792898577423,43.91164871157173,572,5
0,0.007046060672768923,42.56654676190776,573,1
1,0.017136385652959673,43.188630190468785,573,2
2,0.03298994038852902,42.94219927838508,573,3
3,0.05304544074346051,42.691621971546155,573,4
4,0.09641792898577392,43.53568788688628,573,5
0,0.007046060672768918,43.12563726350972,574,1
1,0.017136385652959697,43.154940957566275,574,2
2,0.03298994038852902,43.337465446487165,574,3
3,0.05304544074346059,42.564276258789,574,4
4,0.09641792898577423,42.744436110417304,574,5
0,0.0070460606727689255,43.104583305516016,575,1
1,0.01713638565295965,42.18039007979823,575,2
2,0.03298994038852891,42.93642618179762,575,3
3,0.05304544074346052,43.094851019624286,575,4
4,0.09641792898577421,43.62264101042447,575,5
0,0.007046060672768921,43.36369732151861,576,1
1,0.01713638565295971,43.10084160571178,576,2
2,0.032989940388529045,43.18906456226557,576,3
3,0.05304544074346055,43.056589040913785,576,4
4,0.0964179289857741,42.21559434738002,576,5
0,0.0070460606727689185,42.3463956515358,577,1
1,0.01713638565295968,43.544815177460684,577,2
2,0.03298994038852902,42.97612756849107,577,3
3,0.05304544074346053,43.058421962575224,577,4
4,0.096417928985774,42.994238899409524,577,5
0,0.007046060672768925,43.126005397399446,578,1
1,0.017136385652959704,42.57515499250306,578,2
2,0.032989940388528975,43.84587342159049,578,3
3,0.05304544074346046,43.07684888572745,578,4
4,0.09641792898577428,42.3158854779545,578,5
0,0.007046060672768926,43.16852821048937,579,1
1,0.017136385652959676,42.12623215001792,579,2
2,0.03298994038852891,43.430077508023004,579,3
3,0.05304544074346069,42.63439429533925,579,4
4,0.09641792898577412,43.58417975120229,579,5
0,0.007046060672768929,42.648610324881446,580,1
1,0.0171363856529597,43.10477630929391,580,2
2,0.032989940388528954,43.16476664633579,580,3
3,0.053045440743460535,42.900368460387796,580,4
4,0.09641792898577412,43.10898320824797,580,5
0,0.007046060672768922,43.03379863285091,581,1
1,0.01713638565295972,43.11150878519695,581,2
2,0.032989940388528934,43.3449634572734,581,3
3,0.05304544074346057,42.30244369625006,581,4
4,0.09641792898577417,43.13503053900625,581,5
0,0.007046060672768929,43.38037303405168,582,1
1,0.017136385652959735,42.83629558186589,582,2
2,0.03298994038852895,43.321504131056,582,3
3,0.05304544074346064,42.243463359660325,582,4
4,0.09641792898577412,43.149265953902535,582,5
0,0.007046060672768931,43.58183060816278,583,1
1,0.01713638565295968,42.58062569932382,583,2
2,0.03298994038852899,42.91551433240342,583,3
3,0.053045440743460556,43.264237209545904,583,4
4,0.09641792898577414,42.58896139971211,583,5
0,0.007046060672768916,42.86484260810049,584,1
1,0.01713638565295971,42.99405121006041,584,2
2,0.032989940388529,42.23902651968099,584,3
3,0.05304544074346061,42.88497381223457,584,4
4,0.09641792898577432,43.9385207015585,584,5
0,0.007046060672768924,43.38972407620341,585,1
1,0.017136385652959673,43.908661932736244,585,2
2,0.032989940388528954,43.2967107920157,585,3
3,0.053045440743460535,42.137701787878584,585,4
4,0.09641792898577414,42.181151636481665,585,5
0,0.007046060672768927,42.88136316709715,586,1
1,0.017136385652959704,43.58304836714478,586,2
2,0.03298994038852902,43.14250458974071,586,3
3,0.053045440743460556,42.16643037332094,586,4
4,0.09641792898577405,43.145881158597646,586,5
0,0.007046060672768936,42.455168976118145,587,1
1,0.01713638565295968,43.53260286264812,587,2
2,0.0329899403885289,43.70751036735291,587,3
3,0.0530454407434606,42.15843544218615,587,4
4,0.09641792898577416,43.07187871366206,587,5
0,0.007046060672768933,42.56182766168014,588,1
1,0.01713638565295969,42.419037211603886,588,2
2,0.03298994038852904,43.32247570121211,588,3
3,0.05304544074346055,43.71056544742435,588,4
4,0.09641792898577398,42.92576821553921,588,5
0,0.00704606067276891,43.30597115719618,589,1
1,0.01713638565295971,43.27205103326048,589,2
2,0.03298994038852897,42.54752642517284,589,3
3,0.05304544074346055,42.37365996635195,589,4
4,0.0964179289857741,43.41906066759292,589,5
0,0.007046060672768924,42.86821721249369,590,1
1,0.01713638565295969,42.49423458249764,590,2
2,0.03298994038852899,42.800555280355475,590,3
3,0.05304544074346058,43.20957829986159,590,4
4,0.09641792898577432,43.56099997052582,590,5
0,0.007046060672768923,42.522282802813116,591,1
1,0.0171363856529597,43.19774431553137,591,2
2,0.03298994038852899,43.263594140618295,591,3
3,0.05304544074346058,43.006863146979306,591,4
4,0.09641792898577423,42.93668879484463,591,5
0,0.007046060672768923,43.062266462400245,592,1
1,0.017136385652959708,42.82593312459567,592,2
2,0.03298994038852899,43.3700428129235,592,3
3,0.05304544074346054,42.67423322792718,592,4
4,0.09641792898577413,42.999842734006414,592,5
0,0.007046060672768929,43.71602806128408,593,1
1,0.01713638565295971,43.510074601257436,593,2
2,0.03298994038852902,42.27956622381325,593,3
3,0.05304544074346058,42.80460539625675,593,4
4,0.09641792898577407,42.60106129731646,593,5
0,0.007046060672768931,42.35698133311501,594,1
1,0.017136385652959732,43.22414681095911,594,2
2,0.032989940388528934,42.79866081592002,594,3
3,0.053045440743460646,43.29012952850958,594,4
4,0.0964179289857741,43.25367061749354,594,5
0,0.007046060672768923,43.282607386914215,595,1
1,0.017136385652959718,43.15496222680907,595,2
